stop_id,stop_cause,service_area,subject_race,subject_sex,subject_age,date_time,sd_resident,arrested,searched,obtained_consent,contraband_found,property_seized,action,search_type,search_basis
69583,Equipment Violation,110,H,M,50,10/17/2017 5:14,Y,N,N,,,,Verbal Warning,,
69584,Moving Violation,430,H,M,33,10/17/2017 5:15,Y,N,N,,,,Citation,,
69598,Moving Violation,430,H,M,33,10/17/2017 5:17,Y,N,N,,,,Citation,,
70341,Equipment Violation,110,A,M,25,10/17/2017 7:21,Y,N,N,,,,Field Interview,,
70428,Equipment Violation,430,H,M,30,10/17/2017 7:33,Y,N,N,,,,Verbal Warning,,
70718,Moving Violation,620,A,F,55,10/17/2017 7:59,Y,N,N,,,,Citation,,
71029,Moving Violation,930,A,M,34,10/17/2017 8:25,Y,N,N,,,,Verbal Warning,,
71076,Equipment Violation,510,W,M,32,10/17/2017 8:27,Y,N,N,,,,Verbal Warning,,
71134,Moving Violation,930,A,M,34,10/17/2017 8:31,Y,N,N,,,,Verbal Warning,,
71253,Moving Violation,720,H,F,57,10/17/2017 8:39,N,N,N,,,,Citation,,
71258,Code Violation,Unknown,A,F,24,10/17/2017 8:40,Y,N,N,,,,Citation,,
71271,Moving Violation,Unknown,O,F,24,10/17/2017 8:41,N,N,N,,,,Citation,,
71494,Moving Violation,620,A,M,33,10/17/2017 8:59,N,N,N,,,,Verbal Warning,,
71508,Moving Violation,620,A,M,33,10/17/2017 9:01,N,N,N,,,,Verbal Warning,,
71531,Code Violation,610,O,M,52,10/17/2017 9:04,N,N,N,,,,Citation,,
71594,Moving Violation,110,W,M,60,10/17/2017 9:07,Y,N,N,,,,Citation,,
71607,Equipment Violation,610,W,F,45,10/17/2017 9:10,Y,N,N,N,N,N,Field Interview,,
71617,Equipment Violation,610,W,F,45,10/17/2017 9:11,N,N,N,,,,Field Interview,,
71856,Moving Violation,430,H,M,32,10/17/2017 9:30,Y,N,N,,,,Verbal Warning,,
71920,Moving Violation,110,W,F,27,10/17/2017 9:36,Y,N,N,,,,Citation,,
71946,Equipment Violation,430,W,M,22,10/17/2017 9:39,N,N,N,,,,Verbal Warning,,
72035,Moving Violation,620,O,F,37,10/17/2017 9:44,N,N,N,,,,Verbal Warning,,
72068,Moving Violation,620,O,F,37,10/17/2017 9:48,N,N,N,,,,Verbal Warning,,
72101,Code Violation,610,O,F,20,10/17/2017 9:53,N,N,N,,,,Citation,,
72132,Equipment Violation,110,H,F,56,10/17/2017 9:56,Y,N,N,,,,Field Interview,,
72428,Moving Violation,620,W,M,57,10/17/2017 10:20,Y,N,N,,,,Verbal Warning,,
72433,Moving Violation,620,W,M,57,10/17/2017 10:21,Y,N,N,,,,Verbal Warning,,
72616,Moving Violation,520,W,F,18,10/17/2017 10:33,Y,N,N,,,,Citation,,
72632,Equipment Violation,120,W,M,27,10/17/2017 10:35,Y,N,N,,,,Citation,,
72747,Moving Violation,510,H,M,40,10/17/2017 10:45,Y,N,N,N,N,N,Verbal Warning,,
72852,Moving Violation,930,A,F,22,10/17/2017 10:52,N,N,N,,,,Written Warning,,
73092,Moving Violation,620,B,M,57,10/17/2017 11:10,Y,N,N,,,,"Citation, bwc on 21456(b) cvc",,
73161,Moving Violation,620,B,M,57,10/17/2017 11:14,Y,N,N,,,,"Citation, 21456(B) CVC... BWC",,
73170,Equipment Violation,510,B,M,49,10/17/2017 11:16,N,N,N,,,,Verbal Warning,,
73228,Moving Violation,Unknown,H,M,40,10/17/2017 11:26,Y,N,N,,,,Citation,,
73351,Radio Call,520,W,M,59,10/17/2017 11:33,Y,N,N,,,,Field Interview,,
73446,Equipment Violation,720,W,M,23,10/17/2017 11:43,N,N,N,,,,Field Interview,,
73566,Moving Violation,620,W,F,56,10/17/2017 11:52,Y,N,N,,,,Verbal Warning,,
73580,Moving Violation,620,W,F,57,10/17/2017 11:53,Y,N,N,,,,Verbal Warning,,
73698,Moving Violation,720,H,M,39,10/17/2017 12:03,Y,N,N,,,,Citation,,
73721,Radio Call,430,B,F,36,10/17/2017 12:05,Y,N,N,,,,Citation,,
73910,Equipment Violation,430,H,F,22,10/17/2017 12:17,Y,N,N,,,,Verbal Warning,,
73962,Moving Violation,Unknown,O,M,58,10/17/2017 11:55,N,N,N,,,,"Citation, speed 90 mph in 50",,
74005,Moving Violation,720,H,M,38,10/17/2017 12:23,Y,N,N,,,,Citation,,
74226,Moving Violation,Unknown,H,F,35,10/17/2017 12:38,Y,N,N,,,,Citation,,
74365,Moving Violation,710,H,F,42,10/17/2017 12:48,N,N,N,,,,Verbal Warning,,
74404,Moving Violation,440,B,M,51,10/17/2017 12:54,Y,N,N,,,,Verbal Warning,,
74509,Equipment Violation,440,H,M,35,10/17/2017 13:05,Y,N,N,,,,Verbal Warning,,
74549,Equipment Violation,110,W,F,64,10/17/2017 13:05,N,N,N,,,,Field Interview,,
74552,Equipment Violation,110,W,M,21,10/17/2017 13:07,Y,N,N,,,,Citation,,
74782,Moving Violation,310,D,M,35,10/17/2017 13:31,N,N,N,,,,Verbal Warning,,
74800,Equipment Violation,320,A,F,40,10/17/2017 13:33,Y,N,N,,,,Verbal Warning,,
74983,Equipment Violation,110,W,M,45,10/17/2017 13:44,Y,N,N,,,,Field Interview,,
75323,Moving Violation,Unknown,H,M,59,10/17/2017 14:12,Y,N,N,,,,Citation,,
75782,Equipment Violation,930,H,M,21,10/17/2017 14:55,Y,Y,Y,N,Y,N,Arrest,"Vehicle, Driver",Search Incident to Arrest
76051,Moving Violation,320,W,M,23,10/17/2017 15:15,Y,N,N,,,,Written Warning,,
76095,Moving Violation,930,W,M,59,10/17/2017 15:19,Y,Y,Y,N,N,N,ARREST,Driver,Search Incident to Arrest
76100,Equipment Violation,930,H,M,21,10/17/2017 15:18,Y,Y,Y,N,Y,N,arrest,"Vehicle, Driver",Search Incident to Arrest
76123,Moving Violation,430,H,M,22,10/17/2017 15:22,Y,N,N,,,,Citation,,
76177,Moving Violation,110,H,F,44,10/17/2017 15:25,Y,N,N,,,,Citation,,
76237,Code Violation,430,W,M,25,10/17/2017 15:28,Y,N,N,,,,Citation,,
76238,Code Violation,620,A,F,24,10/17/2017 15:28,Y,N,N,,,,report,,
76343,Equipment Violation,430,B,M,40,10/17/2017 15:35,Y,N,N,,,,Verbal Warning,,
76785,Equipment Violation,440,B,M,40,10/17/2017 15:54,N,N,N,,,,Verbal Warning,,
76800,Moving Violation,110,W,F,45,10/17/2017 15:55,Y,N,N,,,,Verbal Warning,,
76998,Moving Violation,110,W,F,45,10/17/2017 16:01,Y,N,N,,,,Verbal Warning,,
77142,Equipment Violation,Unknown,B,F,57,10/17/2017 16:05,Y,N,N,,,,Verbal Warning,,
77190,Equipment Violation,430,H,M,24,10/17/2017 16:05,Y,N,Y,N,N,N,Citation,Vehicle,Inventory Search (prior to impound)
77193,Equipment Violation,510,B,F,57,10/17/2017 16:06,Y,N,N,,,,Verbal Warning,,
77934,Equipment Violation,930,H,M,38,10/17/2017 16:35,Y,N,N,,,,Written Warning,,
78093,Moving Violation,930,W,M,21,10/17/2017 16:44,N,N,N,,,,Verbal Warning,,
78440,Moving Violation,930,W,M,49,10/17/2017 17:08,Y,N,N,,,,Written Warning,,
78471,Equipment Violation,430,B,F,30,10/17/2017 17:10,Y,N,N,,,,Citation,,
78571,Moving Violation,710,H,M,18,10/17/2017 17:13,Y,N,N,,,,Verbal Warning,,
78573,Equipment Violation,430,B,M,24,10/17/2017 17:13,Y,N,Y,N,N,N,Citation,Vehicle,Inventory Search (prior to impound)
78661,Suspect Info,430,B,F,58,10/17/2017 17:19,Y,N,N,,,,CITIZEN CONTACT,,
78811,Code Violation,710,H,M,21,10/17/2017 17:28,N,N,N,,,,Field Interview,,
78924,Moving Violation,930,A,M,46,10/17/2017 17:26,Y,N,N,,,,Written Warning,,
79348,Moving Violation,930,O,F,31,10/17/2017 18:12,Y,N,N,,,,Citation,,
79384,Equipment Violation,430,W,M,45,10/17/2017 18:17,Y,N,N,,,,Verbal Warning,,
79573,Moving Violation,120,W,M,58,10/17/2017 18:31,N,N,N,,,,Verbal Warning,,
79594,Equipment Violation,430,W,M,31,10/17/2017 18:36,Y,N,Y,N,N,N,Citation,"Vehicle, Driver",4th Waiver Search
79681,Moving Violation,320,H,M,24,10/17/2017 18:42,Y,N,N,,,,Verbal Warning,,
79691,Moving Violation,320,I,M,24,10/17/2017 18:45,Y,N,N,,,,Verbal Warning,,
79797,Moving Violation,710,H,M,34,10/17/2017 18:52,Y,N,N,,,,Verbal Warning,,
79955,Moving Violation,440,B,M,60,10/17/2017 19:00,Y,N,N,,,,RAN WRONG PLATE,,
80049,Moving Violation,710,H,M,26,10/17/2017 19:07,Y,N,N,,,,Citation,,
80126,Moving Violation,620,O,M,19,10/17/2017 19:15,Y,N,N,,,,Citation,,
80147,Equipment Violation,440,B,M,29,10/17/2017 19:17,N,N,Y,N,N,N,Field Interview,Vehicle,4th Waiver Search
80474,Moving Violation,320,S,M,17,10/17/2017 19:41,Y,N,N,,,,Verbal Warning,,
80679,Moving Violation,320,U,M,46,10/17/2017 20:05,Y,N,N,N,N,N,Verbal Warning,,
80689,Moving Violation,320,W,M,46,10/17/2017 20:07,Y,N,N,,,,Verbal Warning,,
80695,Moving Violation,430,B,F,41,10/17/2017 20:08,Y,N,N,,,,Citation,,
80858,Moving Violation,120,U,F,20,10/17/2017 20:29,Y,N,N,,,,Verbal Warning,,
80903,Moving Violation,120,W,F,20,10/17/2017 20:32,Y,N,N,,,,Verbal Warning,,
81074,Radio Call,110,W,M,56,10/17/2017 20:45,Y,Y,N,N,N,N,detention,,Search Incident to Arrest
81157,Equipment Violation,Unknown,H,M,40,10/17/2017 20:56,N,N,N,N,N,N,Verbal Warning,,
81513,Moving Violation,310,P,F,43,10/17/2017 21:18,Y,N,N,,,,Verbal Warning,,
81642,Equipment Violation,430,W,M,33,10/17/2017 21:24,Y,Y,Y,N,Y,Y,arrest,"Vehicle, Driver",id search
81789,Code Violation,520,B,F,60,10/17/2017 21:34,Y,N,N,,,,Citation,,
81946,Moving Violation,120,H,F,24,10/17/2017 21:42,N,N,N,,,,Verbal Warning,,
82436,Moving Violation,520,W,M,40,10/17/2017 22:07,Y,N,N,,,,Citation,,
82443,Moving Violation,320,O,M,47,10/17/2017 22:07,Y,N,N,,,,Written Warning,,
82556,Equipment Violation,810,W,F,24,10/17/2017 22:11,Y,N,N,N,N,N,Verbal Warning,,dID NOT SEARCH
82559,Equipment Violation,720,H,F,54,10/17/2017 22:14,Y,N,N,,,,Verbal Warning,,
82907,Moving Violation,430,B,F,41,10/17/2017 22:37,Y,Y,N,N,N,N,Citation,,Search Incident to Arrest
82995,Moving Violation,620,W,M,21,10/17/2017 22:43,Y,N,Y,N,N,N,Citation,Driver,4th Waiver Search
83002,Moving Violation,610,H,M,46,10/17/2017 22:45,Y,N,N,,,,Verbal Warning,,
83087,Moving Violation,820,B,M,29,10/17/2017 22:47,N,N,N,,,,Verbal Warning,,
83535,Equipment Violation,520,W,F,67,10/17/2017 23:18,Y,N,N,,,,Citation,,
83536,Code Violation,610,W,M,31,10/17/2017 23:18,Y,N,N,,,,Field Interview,,
83551,Equipment Violation,810,W,M,24,10/17/2017 23:20,Y,N,N,,,,Verbal Warning,,
83609,Equipment Violation,240,A,M,40,10/17/2017 23:33,Y,N,N,,,,Citation,,
83910,Equipment Violation,440,H,M,19,10/17/2017 23:53,Y,N,N,,,,Verbal Warning,,
83992,Equipment Violation,240,B,M,60,10/17/2017 23:59,Y,N,N,,,,Verbal Warning,,
84171,Moving Violation,230,H,F,33,10/18/2017 0:12,Y,N,N,,,,Citation,,
84177,Equipment Violation,930,H,M,27,10/18/2017 0:14,N,N,N,,,,Verbal Warning,,
84239,Moving Violation,610,W,F,23,10/18/2017 0:18,N,N,N,,,,Citation,,
84308,Radio Call,510,B,M,38,10/18/2017 0:31,N,N,Y,N,N,N,Field Interview,Vehicle,id
84334,Equipment Violation,120,W,M,26,10/18/2017 0:34,Y,N,N,,,,"Field Interview, Verbal Warning",,
84357,Moving Violation,240,W,F,70,10/18/2017 0:37,Y,N,N,,,,Verbal Warning,,
84824,Moving Violation,240,W,M,21,10/18/2017 1:18,Y,N,N,,,,Citation,,
84961,Moving Violation,520,B,M,27,10/18/2017 1:30,Y,N,N,,,,Citation,,
85151,Equipment Violation,720,H,M,19,10/18/2017 1:56,Y,N,N,,,,Verbal Warning,,
85154,Code Violation,820,B,M,35,10/18/2017 2:00,N,N,N,,,,Verbal Warning,,
85171,Code Violation,610,W,M,49,10/18/2017 2:05,Y,N,Y,N,N,N,Field Interview,Driver,4th Waiver Search
85408,Moving Violation,240,W,M,23,10/18/2017 2:58,N,N,N,,,,Verbal Warning,,
86161,Moving Violation,930,W,M,27,10/18/2017 4:55,Y,N,N,,,,Citation,,
86162,Equipment Violation,720,H,F,30,10/18/2017 5:18,Y,N,N,,,,Verbal Warning,,
86443,Moving Violation,320,W,M,38,10/18/2017 6:34,N,N,N,,,,Verbal Warning,,
86502,Moving Violation,Unknown,H,M,35,10/18/2017 6:40,Y,N,N,,,,Verbal Warning,,
86564,Moving Violation,510,H,M,33,10/18/2017 6:52,Y,N,N,,,,Verbal Warning,,
86787,Moving Violation,320,W,M,44,10/18/2017 7:11,N,N,N,,,,Citation,,
86998,Equipment Violation,110,W,F,84,10/18/2017 7:17,N,N,N,,,,Citation,,
87129,Equipment Violation,110,W,F,50,10/18/2017 7:28,Y,N,N,,,,Citation,,
87329,Equipment Violation,110,W,M,18,10/18/2017 7:44,Y,N,N,,,,Citation,,
87413,Moving Violation,230,A,F,43,10/18/2017 7:50,Y,N,N,,,,Written Warning,,
87441,Moving Violation,230,A,F,43,10/18/2017 7:51,Y,N,N,,,,Written Warning,,
87547,Moving Violation,Unknown,B,M,25,10/18/2017 7:58,N,N,N,,,,Verbal Warning,,
87618,Equipment Violation,240,F,F,27,10/18/2017 8:04,N,N,N,,,,Verbal Warning,,
87631,Moving Violation,320,H,M,60,10/18/2017 8:08,N,N,N,,,,Citation,,
87819,Moving Violation,430,B,M,24,10/18/2017 8:27,Y,N,N,,,,Citation,"Vehicle, Driver",
88111,Moving Violation,710,H,F,56,10/18/2017 8:39,N,N,N,,,,Citation,,
88166,Equipment Violation,930,H,M,18,10/18/2017 8:52,Y,N,N,,,,Citation,,
88399,Moving Violation,230,W,M,44,10/18/2017 9:09,N,N,N,,,,Written Warning,,
88420,Equipment Violation,510,W,M,60,10/18/2017 9:11,N,N,N,,,,Verbal Warning,,
88444,Moving Violation,230,W,M,44,10/18/2017 9:11,N,N,N,,,,Written Warning,,
88624,Moving Violation,510,W,M,62,10/18/2017 9:24,Y,N,N,,,,Citation,,
88648,Moving Violation,230,W,M,34,10/18/2017 9:26,N,N,N,,,,Written Warning,,
88663,Moving Violation,230,W,M,34,10/18/2017 9:28,N,N,N,,,,Written Warning,,
88701,Equipment Violation,110,W,M,25,10/18/2017 9:30,Y,N,N,,,,Field Interview,,
88880,Code Violation,Unknown,H,M,27,10/18/2017 9:41,N,N,N,,,,Citation,,
89043,Moving Violation,710,H,M,19,10/18/2017 9:40,Y,N,N,,,,Citation,,
89590,Moving Violation,110,B,M,28,10/18/2017 9:59,Y,N,N,,,,Citation,,
89673,Moving Violation,310,W,M,24,10/18/2017 10:15,N,N,N,,,,Citation,,
89748,Moving Violation,930,H,M,18,10/18/2017 10:23,Y,N,N,,,,Verbal Warning,,
90177,Equipment Violation,240,W,F,38,10/18/2017 10:42,Y,N,N,,,,Citation,,
90321,Moving Violation,930,H,M,30,10/18/2017 10:55,Y,N,N,,,,Citation,,
90561,Moving Violation,710,H,M,19,10/18/2017 11:00,Y,N,N,,,,Citation,,
90609,Equipment Violation,510,H,M,60,10/18/2017 11:10,Y,N,N,,,,Verbal Warning,,
90855,Moving Violation,510,A,F,30,10/18/2017 11:33,N,N,N,,,,Verbal Warning,,
91126,Equipment Violation,120,W,M,65,10/18/2017 11:57,Y,N,N,,,,Citation,,
91568,Equipment Violation,510,H,F,45,10/18/2017 12:28,Y,N,N,,,,Verbal Warning,,
91628,Moving Violation,620,W,M,55,10/18/2017 12:29,Y,N,N,,,,Citation,,
91978,Moving Violation,530,W,F,41,10/18/2017 13:00,Y,N,N,,,,Verbal Warning,,
92043,Moving Violation,720,H,F,52,10/18/2017 13:02,Y,N,N,,,,Verbal Warning,,
92095,Equipment Violation,110,W,M,56,10/18/2017 13:03,Y,N,N,,,,Citation,,
92178,Code Violation,310,W,M,45,10/18/2017 12:20,N,N,N,,,,Written Warning,,
92200,Moving Violation,110,O,F,45,10/18/2017 13:13,Y,N,N,,,,Citation,,
92233,Equipment Violation,110,H,F,17,10/18/2017 13:18,Y,N,N,,,,Field Interview,,
92375,Moving Violation,320,H,M,55,10/18/2017 13:32,N,N,N,,,,Verbal Warning,,
92596,Equipment Violation,820,V,M,37,10/18/2017 13:47,N,N,N,,,,Citation,,
92764,Moving Violation,710,H,F,23,10/18/2017 13:44,N,N,N,,,,Citation,,
92885,Code Violation,110,W,F,57,10/18/2017 14:14,Y,N,N,,,,Verbal Warning,,
93238,Moving Violation,Unknown,W,M,33,10/18/2017 14:36,Y,N,N,,,,Written Warning,,
93284,PK/Informant,930,W,M,26,10/18/2017 14:41,Y,Y,Y,N,N,N,16-Oct,"Vehicle, Driver",Search Incident to Arrest
93295,Moving Violation,430,H,F,42,10/18/2017 10:27,Y,Y,Y,N,N,Y,Citation,"Vehicle, Driver","Inventory Search (prior to impound), Search Incident to Arrest"
93409,Equipment Violation,710,H,M,37,10/18/2017 14:56,N,N,N,,,,Citation,,
93719,Moving Violation,710,H,M,25,10/18/2017 15:21,N,N,N,,,,Citation,,
93829,Equipment Violation,510,B,M,53,10/18/2017 15:26,Y,N,N,,,,Verbal Warning,,
93926,Moving Violation,610,W,M,48,10/18/2017 15:36,Y,N,Y,N,N,N,Field Interview,Driver,4th Waiver Search
93975,Moving Violation,810,H,F,15,10/18/2017 15:43,Y,Y,N,,,,arrest,,
94170,Equipment Violation,610,W,F,40,10/18/2017 15:58,Y,N,N,,,,Verbal Warning,,
94213,Moving Violation,440,B,M,28,10/18/2017 16:02,Y,N,N,,,,Field Interview,,
94462,Equipment Violation,440,B,M,38,10/18/2017 16:18,Y,N,N,,,,Verbal Warning,,
94673,Moving Violation,440,B,M,22,10/18/2017 16:29,Y,N,N,,,,Verbal Warning,,
94908,Moving Violation,520,W,M,46,10/18/2017 16:36,Y,N,N,,,,Citation,,
95107,Code Violation,720,H,M,35,10/18/2017 16:48,Y,N,N,,,,Field Interview,,
95119,Code Violation,720,H,M,35,10/18/2017 16:49,Y,N,N,,,,Field Interview,,
95156,Moving Violation,620,H,F,55,10/18/2017 16:55,Y,N,N,,,,Citation,,
95283,Moving Violation,620,W,M,34,10/18/2017 17:07,Y,N,N,,,,Citation,,
95343,Moving Violation,320,W,F,0,10/18/2017 17:11,Y,N,N,,,,"Verbal Warning, STOP SIGN",,
95407,Code Violation,720,B,M,29,10/18/2017 17:15,N,N,N,,,,Field Interview,,
95471,Equipment Violation,320,B,F,22,10/18/2017 17:19,N,N,N,,,,Verbal Warning,,
95556,Moving Violation,440,H,M,19,10/18/2017 17:24,Y,N,N,,,,Citation,,
95569,Equipment Violation,620,B,F,26,10/18/2017 17:27,Y,N,N,,,,Citation,,
95649,Equipment Violation,720,H,M,41,10/18/2017 17:31,Y,N,N,,,,Field Interview,,
95754,Equipment Violation,440,S,M,27,10/18/2017 17:39,Y,N,Y,N,N,N,Field Interview,Vehicle,40302
95836,Moving Violation,930,O,M,18,10/18/2017 17:22,Y,N,N,,,,"Citation, Field Interview",,
96083,Equipment Violation,820,B,M,40,10/18/2017 17:56,Y,N,N,,,,Verbal Warning,,
96148,Moving Violation,930,W,F,55,10/18/2017 18:01,Y,N,N,,,,Verbal Warning,,
96195,Equipment Violation,610,F,F,29,10/18/2017 18:01,N,N,Y,N,N,N,"Citation, VIMP",Vehicle,Inventory Search (prior to impound)
96214,Equipment Violation,440,B,M,19,10/18/2017 18:04,Y,N,N,,,,Verbal Warning,,
96632,Equipment Violation,710,B,M,90,10/18/2017 18:27,Y,Y,N,,,,Verbal Warning,,
96816,Moving Violation,230,H,F,46,10/18/2017 18:41,N,N,N,,,,Verbal Warning,,
97096,Moving Violation,820,B,M,50,10/18/2017 18:56,Y,N,Y,N,Y,Y,Citation,"Vehicle, Driver",4th Waiver Search
97105,Moving Violation,710,H,M,48,10/18/2017 18:58,N,N,N,,,,Verbal Warning,,
97153,Moving Violation,820,B,M,45,10/18/2017 19:02,Y,N,Y,N,Y,N,Citation,"Vehicle, Driver, Passenger(s)",4th Waiver Search
97154,Moving Violation,230,W,F,34,10/18/2017 19:03,N,N,N,,,,Citation,,
97276,Moving Violation,110,W,M,37,10/18/2017 19:09,Y,Y,N,,,,arrest,,
97407,Equipment Violation,710,H,M,67,10/18/2017 19:22,N,N,N,,,,Verbal Warning,,
97458,Moving Violation,110,W,M,29,10/18/2017 18:30,Y,N,N,,,,Citation,,
97578,Equipment Violation,620,W,F,45,10/18/2017 19:33,N,N,N,,,,Verbal Warning,,
97622,Equipment Violation,440,H,M,25,10/18/2017 19:37,N,N,N,,,,Verbal Warning,,
97857,Equipment Violation,620,O,M,27,10/18/2017 19:53,Y,N,N,,,,Verbal Warning,,
97990,Equipment Violation,620,H,M,18,10/18/2017 20:00,Y,N,N,,,,Field Interview,,
98257,Equipment Violation,430,W,F,21,10/18/2017 20:22,N,N,Y,N,N,N,Field Interview,Vehicle,4th Waiver Search
98359,Equipment Violation,620,H,M,55,10/18/2017 20:31,Y,N,N,,,,Field Interview,,
98753,Moving Violation,810,O,M,21,10/18/2017 20:40,Y,N,N,,,,Citation,,
98822,Moving Violation,510,H,M,30,10/18/2017 21:06,Y,N,N,,,,Verbal Warning,,
98835,Moving Violation,440,B,M,26,10/18/2017 21:07,Y,N,N,,,,Verbal Warning,,
98939,Equipment Violation,440,L,M,29,10/18/2017 21:13,Y,N,Y,N,N,N,Field Interview,"Vehicle, Driver",4th Waiver Search
99048,Moving Violation,520,V,M,47,10/18/2017 21:18,Y,N,N,,,,Verbal Warning,,
99320,Equipment Violation,810,H,M,47,10/18/2017 21:42,Y,N,N,,,,dl sUSP SERVED,,
99373,Moving Violation,620,W,M,26,10/18/2017 21:45,Y,N,Y,N,Y,N,Citation,"Vehicle, Passenger(s)","Odor of Contraband, Consent Search, 4th Waiver Search"
99584,Radio Call,610,B,M,27,10/18/2017 21:56,N,N,N,,,,Field Interview,,
99628,Equipment Violation,440,B,M,36,10/18/2017 22:01,Y,N,N,,,,Verbal Warning,,
99838,Code Violation,430,H,M,19,10/18/2017 22:17,Y,N,N,,,,Field Interview,,
100299,Suspect Info,230,O,M,19,10/18/2017 22:41,Y,N,N,,,,INV CONT RE LOITERING IN STR,,
100366,Moving Violation,510,H,M,48,10/18/2017 22:46,Y,N,N,,,,Citation,,
100555,Moving Violation,320,W,M,26,10/18/2017 22:54,Y,N,N,,,,Citation,,
100613,Moving Violation,430,B,M,40,10/18/2017 22:58,Y,N,N,,,,Verbal Warning,,
100811,Moving Violation,310,H,M,31,10/18/2017 23:15,N,N,N,,,,Citation,,
100895,Equipment Violation,620,W,M,63,10/18/2017 23:20,Y,N,N,,,,Verbal Warning,,
100953,Code Violation,620,H,M,45,10/18/2017 23:29,Y,N,N,,,,Field Interview,,
101125,Equipment Violation,310,W,F,50,10/18/2017 23:46,Y,N,N,,,,lost/stolen plate,,
101281,Moving Violation,620,W,M,29,10/18/2017 23:58,Y,N,N,,,,Citation,,
101313,Moving Violation,610,W,F,28,10/18/2017 23:50,Y,N,N,,,,Verbal Warning,,
101328,Equipment Violation,620,B,M,27,10/19/2017 0:02,Y,N,N,,,,Verbal Warning,,
101734,Moving Violation,120,W,M,31,10/18/2017 23:55,Y,N,N,,,,Citation,,
101862,Moving Violation,120,A,M,22,10/19/2017 0:48,Y,N,N,,,,Verbal Warning,,
102404,Moving Violation,610,H,M,37,10/19/2017 1:49,Y,N,N,,,,Verbal Warning,,
102702,Moving Violation,520,B,M,35,10/19/2017 2:30,Y,N,N,,,,Verbal Warning,,
102726,Moving Violation,520,A,F,46,10/18/2017 23:18,Y,N,N,,,,Verbal Warning,,
102805,Moving Violation,620,W,M,49,10/19/2017 2:44,Y,N,N,,,,Citation,,
103256,Equipment Violation,320,H,F,51,10/19/2017 4:41,N,N,N,,,,Verbal Warning,,
103297,Moving Violation,310,O,M,23,10/19/2017 4:50,N,N,N,,,,Citation,,
103428,Moving Violation,520,H,M,44,10/19/2017 5:41,N,N,N,,,,Verbal Warning,,
103870,Suspect Info,240,B,F,34,10/18/2017 22:00,N,Y,Y,N,N,N,arrest,"Vehicle, Driver",Search Incident to Arrest
104071,Moving Violation,120,W,M,28,10/19/2017 7:13,N,Y,Y,N,Y,Y,arrest,"Vehicle, Driver","Search Incident to Arrest, Observed Evidence Related to Criminal Actvity"
104145,Moving Violation,230,A,M,61,10/19/2017 7:20,Y,N,N,,,,Citation,,
104436,Moving Violation,110,H,M,69,10/19/2017 7:52,Y,N,N,,,,Citation,,
104659,Moving Violation,110,H,M,25,10/19/2017 8:13,N,N,N,,,,Citation,,
104768,Moving Violation,720,A,F,19,10/19/2017 8:15,Y,N,N,,,,Citation,,
104853,Equipment Violation,510,B,M,22,10/19/2017 8:29,Y,N,N,,,,"Field Interview, Verbal Warning",,
104854,Moving Violation,320,H,M,29,10/19/2017 8:30,Y,N,N,N,,N,"Citation, vimp",Vehicle,Inventory Search (prior to impound)
104937,Equipment Violation,110,W,F,41,10/19/2017 8:42,Y,N,N,,,,Citation,,
105050,Equipment Violation,440,H,M,54,10/19/2017 8:48,Y,N,N,,,,Verbal Warning,,
105186,Equipment Violation,720,H,F,25,10/19/2017 8:54,Y,N,N,,,,Verbal Warning,,
105229,Equipment Violation,110,A,F,38,10/19/2017 8:58,Y,N,N,,,,Citation,,
105230,Moving Violation,720,H,M,53,10/19/2017 8:46,Y,N,N,,,,Citation,,
105413,Equipment Violation,440,H,M,28,10/19/2017 9:07,Y,N,N,,,,Verbal Warning,,
105543,Moving Violation,230,W,F,48,10/19/2017 9:16,Y,N,N,,,,Written Warning,,
105644,Moving Violation,Unknown,W,F,34,10/19/2017 9:23,N,N,N,,,,Citation,,
105667,Moving Violation,720,H,M,19,10/19/2017 9:18,Y,N,N,,,,Citation,,
105690,Moving Violation,240,A,M,32,10/19/2017 9:26,N,N,N,,,,Verbal Warning,,
105710,Equipment Violation,720,H,F,51,10/19/2017 9:28,Y,N,N,,,,Verbal Warning,,
105729,Equipment Violation,110,W,F,63,10/19/2017 9:29,N,N,N,,,,Citation,,
105907,Equipment Violation,110,W,M,48,10/19/2017 9:48,Y,N,N,,,,Citation,,
106049,Equipment Violation,810,B,F,27,10/19/2017 9:54,Y,N,N,,,,Citation,,
106333,Equipment Violation,110,W,M,75,10/19/2017 10:09,N,N,N,,,,Field Interview,,
107115,Moving Violation,810,W,F,23,10/19/2017 10:52,Y,N,N,,,,Citation,,
107227,Moving Violation,110,H,M,37,10/19/2017 11:04,N,N,N,,,,Verbal Warning,,
107532,Moving Violation,620,W,M,39,10/19/2017 11:24,N,N,N,,,,Citation,,
107739,Equipment Violation,610,W,M,52,10/19/2017 11:36,Y,N,N,,,,Verbal Warning,,
107807,Moving Violation,Unknown,W,M,41,10/19/2017 11:43,Y,N,N,,,,Citation,,
108194,Moving Violation,320,W,M,54,10/19/2017 12:09,Y,N,N,,,,Citation,,
108211,Moving Violation,710,H,F,75,10/19/2017 12:09,N,N,N,,,,Citation,,
108312,Moving Violation,320,B,M,34,10/19/2017 12:19,Y,N,N,,,,Citation,,
108612,Equipment Violation,620,W,M,21,10/19/2017 12:41,N,N,N,,,,Verbal Warning,,
